"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","unit_price","full_address"
"5000","2020-03","TAMPINES","3 ROOM","890C","TAMPINES AVE 1","01 TO 03",69,"Model A",2015,"94 years 06 months",353000,5115.94202898551,"890C TAMPINES AVE 1 Singapore"
"5001","2020-03","TAMPINES","3 ROOM","890C","TAMPINES AVE 1","07 TO 09",69,"Model A",2015,"94 years 06 months",382000,5536.23188405797,"890C TAMPINES AVE 1 Singapore"
"5002","2020-03","TAMPINES","3 ROOM","878","TAMPINES AVE 8","01 TO 03",74,"Model A",1988,"67 years 08 months",280000,3783.78378378378,"878 TAMPINES AVE 8 Singapore"
"5003","2020-03","TAMPINES","3 ROOM","524B","TAMPINES CTRL 7","13 TO 15",67,"Model A",2015,"94 years 05 months",421000,6283.58208955224,"524B TAMPINES CTRL 7 Singapore"
"5004","2020-03","TAMPINES","3 ROOM","253","TAMPINES ST 21","10 TO 12",79,"Model A",1984,"63 years 04 months",360000,4556.96202531646,"253 TAMPINES ST 21 Singapore"
"5005","2020-03","TAMPINES","3 ROOM","283","TAMPINES ST 22","04 TO 06",74,"Model A",1984,"63 years 06 months",321000,4337.83783783784,"283 TAMPINES ST 22 Singapore"
"5006","2020-03","TAMPINES","3 ROOM","277","TAMPINES ST 22","07 TO 09",74,"Model A",1985,"63 years 11 months",321000,4337.83783783784,"277 TAMPINES ST 22 Singapore"
"5007","2020-03","TAMPINES","3 ROOM","434","TAMPINES ST 43","04 TO 06",74,"Model A",1986,"65 years 05 months",3e+05,4054.05405405405,"434 TAMPINES ST 43 Singapore"
"5008","2020-03","TAMPINES","3 ROOM","434","TAMPINES ST 43","10 TO 12",74,"Model A",1986,"65 years 05 months",350000,4729.72972972973,"434 TAMPINES ST 43 Singapore"
"5009","2020-03","TAMPINES","3 ROOM","494E","TAMPINES ST 43","04 TO 06",67,"Model A",2015,"94 years 07 months",355000,5298.50746268657,"494E TAMPINES ST 43 Singapore"
"5010","2020-03","TAMPINES","3 ROOM","433","TAMPINES ST 43","10 TO 12",64,"Simplified",1987,"66 years 06 months",312000,4875,"433 TAMPINES ST 43 Singapore"
"5011","2020-03","TAMPINES","3 ROOM","494D","TAMPINES ST 43","01 TO 03",68,"Model A",2015,"94 years 07 months",370000,5441.17647058824,"494D TAMPINES ST 43 Singapore"
"5012","2020-03","TAMPINES","3 ROOM","467","TAMPINES ST 44","04 TO 06",74,"Model A",1987,"66 years 02 months",320000,4324.32432432432,"467 TAMPINES ST 44 Singapore"
"5013","2020-03","TAMPINES","3 ROOM","462","TAMPINES ST 44","07 TO 09",64,"Simplified",1987,"66 years 04 months",283000,4421.875,"462 TAMPINES ST 44 Singapore"
"5014","2020-03","TAMPINES","3 ROOM","818","TAMPINES ST 81","07 TO 09",73,"Model A",1984,"63 years 04 months",345000,4726.02739726027,"818 TAMPINES ST 81 Singapore"
"5015","2020-03","TAMPINES","3 ROOM","898","TAMPINES ST 81","04 TO 06",74,"Model A",1988,"67 years 01 month",315000,4256.75675675676,"898 TAMPINES ST 81 Singapore"
"5016","2020-03","TAMPINES","3 ROOM","813","TAMPINES ST 81","10 TO 12",73,"Model A",1984,"63 years 05 months",328888,4505.31506849315,"813 TAMPINES ST 81 Singapore"
"5017","2020-03","TAMPINES","3 ROOM","847","TAMPINES ST 83","01 TO 03",74,"Model A",1987,"66 years 07 months",312000,4216.21621621622,"847 TAMPINES ST 83 Singapore"
"5018","2020-03","TAMPINES","3 ROOM","924","TAMPINES ST 91","10 TO 12",73,"Model A",1983,"62 years 09 months",338000,4630.13698630137,"924 TAMPINES ST 91 Singapore"
"5019","2020-03","TAMPINES","4 ROOM","168C","SIMEI LANE","04 TO 06",94,"DBSS",2011,"90 years",645000,6861.70212765957,"168C SIMEI LANE Singapore"
"5020","2020-03","TAMPINES","4 ROOM","163","SIMEI RD","04 TO 06",104,"Model A",1989,"68 years 03 months",416888,4008.53846153846,"163 SIMEI RD Singapore"
"5021","2020-03","TAMPINES","4 ROOM","160","SIMEI RD","04 TO 06",104,"Model A",1989,"68 years 02 months",438000,4211.53846153846,"160 SIMEI RD Singapore"
"5022","2020-03","TAMPINES","4 ROOM","116","SIMEI ST 1","04 TO 06",104,"Model A",1988,"67 years 08 months",450000,4326.92307692308,"116 SIMEI ST 1 Singapore"
"5023","2020-03","TAMPINES","4 ROOM","122","SIMEI ST 1","04 TO 06",84,"Simplified",1988,"67 years",368000,4380.95238095238,"122 SIMEI ST 1 Singapore"
"5024","2020-03","TAMPINES","4 ROOM","149","SIMEI ST 1","10 TO 12",103,"Model A",1988,"67 years",458000,4446.60194174757,"149 SIMEI ST 1 Singapore"
"5025","2020-03","TAMPINES","4 ROOM","232","SIMEI ST 4","04 TO 06",104,"Model A",1989,"68 years 04 months",415000,3990.38461538462,"232 SIMEI ST 4 Singapore"
"5026","2020-03","TAMPINES","4 ROOM","890B","TAMPINES AVE 1","04 TO 06",93,"Model A",2015,"94 years 07 months",530000,5698.9247311828,"890B TAMPINES AVE 1 Singapore"
"5027","2020-03","TAMPINES","4 ROOM","809","TAMPINES AVE 4","01 TO 03",104,"Model A",1984,"63 years",390000,3750,"809 TAMPINES AVE 4 Singapore"
"5028","2020-03","TAMPINES","4 ROOM","803","TAMPINES AVE 4","07 TO 09",93,"New Generation",1984,"63 years 08 months",425000,4569.89247311828,"803 TAMPINES AVE 4 Singapore"
"5029","2020-03","TAMPINES","4 ROOM","805","TAMPINES AVE 4","01 TO 03",91,"New Generation",1985,"64 years",376000,4131.86813186813,"805 TAMPINES AVE 4 Singapore"
"5030","2020-03","TAMPINES","4 ROOM","861A","TAMPINES AVE 5","13 TO 15",104,"Model A",1988,"67 years 06 months",468000,4500,"861A TAMPINES AVE 5 Singapore"
"5031","2020-03","TAMPINES","4 ROOM","523D","TAMPINES CTRL 7","07 TO 09",93,"Model A",2015,"94 years 06 months",555000,5967.74193548387,"523D TAMPINES CTRL 7 Singapore"
"5032","2020-03","TAMPINES","4 ROOM","522B","TAMPINES CTRL 7","07 TO 09",93,"Model A",2015,"94 years 06 months",565000,6075.2688172043,"522B TAMPINES CTRL 7 Singapore"
"5033","2020-03","TAMPINES","4 ROOM","523D","TAMPINES CTRL 7","04 TO 06",93,"Model A",2015,"94 years 05 months",518888,5579.44086021505,"523D TAMPINES CTRL 7 Singapore"
"5034","2020-03","TAMPINES","4 ROOM","523B","TAMPINES CTRL 7","13 TO 15",93,"Model A",2015,"94 years 05 months",585000,6290.32258064516,"523B TAMPINES CTRL 7 Singapore"
"5035","2020-03","TAMPINES","4 ROOM","524A","TAMPINES CTRL 7","13 TO 15",93,"Model A",2015,"94 years 05 months",575000,6182.79569892473,"524A TAMPINES CTRL 7 Singapore"
"5036","2020-03","TAMPINES","4 ROOM","523A","TAMPINES CTRL 7","10 TO 12",93,"Model A",2015,"94 years 05 months",540000,5806.45161290323,"523A TAMPINES CTRL 7 Singapore"
"5037","2020-03","TAMPINES","4 ROOM","519C","TAMPINES CTRL 8","10 TO 12",84,"DBSS",2014,"93 years 04 months",675000,8035.71428571429,"519C TAMPINES CTRL 8 Singapore"
"5038","2020-03","TAMPINES","4 ROOM","519B","TAMPINES CTRL 8","01 TO 03",84,"DBSS",2014,"93 years 03 months",585000,6964.28571428571,"519B TAMPINES CTRL 8 Singapore"
"5039","2020-03","TAMPINES","4 ROOM","519A","TAMPINES CTRL 8","07 TO 09",83,"DBSS",2014,"93 years 03 months",648000,7807.22891566265,"519A TAMPINES CTRL 8 Singapore"
"5040","2020-03","TAMPINES","4 ROOM","140","TAMPINES ST 12","04 TO 06",91,"New Generation",1984,"63 years 10 months",360000,3956.04395604396,"140 TAMPINES ST 12 Singapore"
"5041","2020-03","TAMPINES","4 ROOM","166","TAMPINES ST 12","04 TO 06",103,"Model A",1984,"63 years 03 months",450000,4368.93203883495,"166 TAMPINES ST 12 Singapore"
"5042","2020-03","TAMPINES","4 ROOM","237","TAMPINES ST 21","10 TO 12",105,"Model A",1984,"63 years 07 months",470000,4476.19047619048,"237 TAMPINES ST 21 Singapore"
"5043","2020-03","TAMPINES","4 ROOM","247","TAMPINES ST 21","04 TO 06",91,"New Generation",1984,"63 years 01 month",370000,4065.93406593407,"247 TAMPINES ST 21 Singapore"
"5044","2020-03","TAMPINES","4 ROOM","236","TAMPINES ST 21","10 TO 12",104,"Model A",1984,"63 years 07 months",465000,4471.15384615385,"236 TAMPINES ST 21 Singapore"
"5045","2020-03","TAMPINES","4 ROOM","274","TAMPINES ST 22","10 TO 12",105,"Model A",1984,"63 years 05 months",438000,4171.42857142857,"274 TAMPINES ST 22 Singapore"
"5046","2020-03","TAMPINES","4 ROOM","272","TAMPINES ST 22","01 TO 03",103,"Model A",1984,"63 years 04 months",378888,3678.52427184466,"272 TAMPINES ST 22 Singapore"
"5047","2020-03","TAMPINES","4 ROOM","292","TAMPINES ST 22","01 TO 03",91,"New Generation",1985,"64 years 01 month",345000,3791.20879120879,"292 TAMPINES ST 22 Singapore"
"5048","2020-03","TAMPINES","4 ROOM","212","TAMPINES ST 23","10 TO 12",104,"Model A",1985,"64 years 01 month",452000,4346.15384615385,"212 TAMPINES ST 23 Singapore"
"5049","2020-03","TAMPINES","4 ROOM","351","TAMPINES ST 33","04 TO 06",105,"Model A",1996,"75 years 02 months",377000,3590.47619047619,"351 TAMPINES ST 33 Singapore"
"5050","2020-03","TAMPINES","4 ROOM","319","TAMPINES ST 33","07 TO 09",107,"Model A",1995,"74 years 07 months",380888,3559.70093457944,"319 TAMPINES ST 33 Singapore"
"5051","2020-03","TAMPINES","4 ROOM","370","TAMPINES ST 34","04 TO 06",100,"Model A",1997,"75 years 11 months",435000,4350,"370 TAMPINES ST 34 Singapore"
"5052","2020-03","TAMPINES","4 ROOM","361","TAMPINES ST 34","04 TO 06",107,"Model A",1996,"75 years 02 months",4e+05,3738.31775700935,"361 TAMPINES ST 34 Singapore"
"5053","2020-03","TAMPINES","4 ROOM","401","TAMPINES ST 41","07 TO 09",84,"Simplified",1985,"64 years 06 months",428888,5105.80952380952,"401 TAMPINES ST 41 Singapore"
"5054","2020-03","TAMPINES","4 ROOM","456","TAMPINES ST 42","10 TO 12",84,"Simplified",1987,"66 years 08 months",360000,4285.71428571429,"456 TAMPINES ST 42 Singapore"
"5055","2020-03","TAMPINES","4 ROOM","437","TAMPINES ST 43","07 TO 09",104,"Model A",1986,"65 years 05 months",395000,3798.07692307692,"437 TAMPINES ST 43 Singapore"
"5056","2020-03","TAMPINES","4 ROOM","489A","TAMPINES ST 45","01 TO 03",104,"Model A",1989,"68 years 02 months",370000,3557.69230769231,"489A TAMPINES ST 45 Singapore"
"5057","2020-03","TAMPINES","4 ROOM","707","TAMPINES ST 71","07 TO 09",100,"Model A",1997,"76 years 03 months",412000,4120,"707 TAMPINES ST 71 Singapore"
"5058","2020-03","TAMPINES","4 ROOM","724","TAMPINES ST 71","10 TO 12",103,"Model A",1997,"76 years 06 months",412000,4000,"724 TAMPINES ST 71 Singapore"
"5059","2020-03","TAMPINES","4 ROOM","734","TAMPINES ST 71","01 TO 03",104,"Model A",1997,"76 years 04 months",385000,3701.92307692308,"734 TAMPINES ST 71 Singapore"
"5060","2020-03","TAMPINES","4 ROOM","711","TAMPINES ST 71","07 TO 09",99,"Model A",1997,"76 years 01 month",435000,4393.93939393939,"711 TAMPINES ST 71 Singapore"
"5061","2020-03","TAMPINES","4 ROOM","724","TAMPINES ST 71","13 TO 15",103,"Model A",1997,"76 years 05 months",412000,4000,"724 TAMPINES ST 71 Singapore"
"5062","2020-03","TAMPINES","4 ROOM","713","TAMPINES ST 71","13 TO 15",100,"Model A",1997,"76 years",430000,4300,"713 TAMPINES ST 71 Singapore"
"5063","2020-03","TAMPINES","4 ROOM","719","TAMPINES ST 72","07 TO 09",100,"Model A",1997,"76 years 03 months",410000,4100,"719 TAMPINES ST 72 Singapore"
"5064","2020-03","TAMPINES","4 ROOM","742","TAMPINES ST 72","01 TO 03",101,"Model A",1997,"76 years 07 months",404000,4000,"742 TAMPINES ST 72 Singapore"
"5065","2020-03","TAMPINES","4 ROOM","736","TAMPINES ST 72","07 TO 09",101,"Model A",1997,"76 years 06 months",438000,4336.63366336634,"736 TAMPINES ST 72 Singapore"
"5066","2020-03","TAMPINES","4 ROOM","842B","TAMPINES ST 82","07 TO 09",107,"Model A",1995,"74 years",455000,4252.33644859813,"842B TAMPINES ST 82 Singapore"
"5067","2020-03","TAMPINES","4 ROOM","849","TAMPINES ST 83","01 TO 03",84,"Simplified",1987,"66 years 09 months",355000,4226.19047619048,"849 TAMPINES ST 83 Singapore"
"5068","2020-03","TAMPINES","4 ROOM","871A","TAMPINES ST 84","04 TO 06",104,"Model A",1989,"68 years 01 month",440000,4230.76923076923,"871A TAMPINES ST 84 Singapore"
"5069","2020-03","TAMPINES","4 ROOM","930","TAMPINES ST 91","07 TO 09",104,"Model A",1984,"63 years 09 months",415000,3990.38461538462,"930 TAMPINES ST 91 Singapore"
"5070","2020-03","TAMPINES","4 ROOM","914","TAMPINES ST 91","04 TO 06",105,"Model A",1984,"63 years 06 months",410000,3904.7619047619,"914 TAMPINES ST 91 Singapore"
"5071","2020-03","TAMPINES","5 ROOM","167A","SIMEI LANE","10 TO 12",111,"DBSS",2011,"90 years",735000,6621.62162162162,"167A SIMEI LANE Singapore"
"5072","2020-03","TAMPINES","5 ROOM","165","SIMEI RD","10 TO 12",128,"Improved",1989,"68 years 01 month",510000,3984.375,"165 SIMEI RD Singapore"
"5073","2020-03","TAMPINES","5 ROOM","124","SIMEI ST 1","04 TO 06",122,"Improved",1988,"67 years",510000,4180.32786885246,"124 SIMEI ST 1 Singapore"
"5074","2020-03","TAMPINES","5 ROOM","150","SIMEI ST 1","10 TO 12",123,"Improved",1987,"66 years 10 months",580000,4715.44715447154,"150 SIMEI ST 1 Singapore"
"5075","2020-03","TAMPINES","5 ROOM","109","SIMEI ST 1","07 TO 09",122,"Improved",1988,"67 years 07 months",555000,4549.18032786885,"109 SIMEI ST 1 Singapore"
"5076","2020-03","TAMPINES","5 ROOM","134","SIMEI ST 1","07 TO 09",121,"Improved",1988,"67 years 05 months",522000,4314.04958677686,"134 SIMEI ST 1 Singapore"
"5077","2020-03","TAMPINES","5 ROOM","224","SIMEI ST 4","04 TO 06",124,"Improved",1989,"68 years 05 months",568000,4580.64516129032,"224 SIMEI ST 4 Singapore"
"5078","2020-03","TAMPINES","5 ROOM","509","TAMPINES CTRL 1","01 TO 03",121,"Improved",1989,"68 years 04 months",548000,4528.92561983471,"509 TAMPINES CTRL 1 Singapore"
"5079","2020-03","TAMPINES","5 ROOM","523C","TAMPINES CTRL 7","10 TO 12",113,"Improved",2015,"94 years 06 months",638000,5646.01769911504,"523C TAMPINES CTRL 7 Singapore"
"5080","2020-03","TAMPINES","5 ROOM","523A","TAMPINES CTRL 7","07 TO 09",113,"Improved",2015,"94 years 06 months",7e+05,6194.69026548673,"523A TAMPINES CTRL 7 Singapore"
"5081","2020-03","TAMPINES","5 ROOM","522B","TAMPINES CTRL 7","04 TO 06",113,"Improved",2015,"94 years 05 months",671000,5938.05309734513,"522B TAMPINES CTRL 7 Singapore"
"5082","2020-03","TAMPINES","5 ROOM","523D","TAMPINES CTRL 7","13 TO 15",113,"Improved",2015,"94 years 05 months",685888,6069.80530973451,"523D TAMPINES CTRL 7 Singapore"
"5083","2020-03","TAMPINES","5 ROOM","518B","TAMPINES CTRL 7","10 TO 12",114,"DBSS",2008,"87 years 10 months",808888,7095.50877192982,"518B TAMPINES CTRL 7 Singapore"
"5084","2020-03","TAMPINES","5 ROOM","523D","TAMPINES CTRL 7","13 TO 15",113,"Improved",2015,"94 years 05 months",708000,6265.48672566372,"523D TAMPINES CTRL 7 Singapore"
"5085","2020-03","TAMPINES","5 ROOM","522B","TAMPINES CTRL 7","07 TO 09",113,"Improved",2015,"94 years 05 months",7e+05,6194.69026548673,"522B TAMPINES CTRL 7 Singapore"
"5086","2020-03","TAMPINES","5 ROOM","523C","TAMPINES CTRL 7","07 TO 09",113,"Improved",2015,"94 years 05 months",671000,5938.05309734513,"523C TAMPINES CTRL 7 Singapore"
"5087","2020-03","TAMPINES","5 ROOM","522C","TAMPINES CTRL 7","04 TO 06",113,"Improved",2015,"94 years 05 months",672000,5946.90265486726,"522C TAMPINES CTRL 7 Singapore"
"5088","2020-03","TAMPINES","5 ROOM","143","TAMPINES ST 12","01 TO 03",134,"Model A",1984,"63 years 03 months",530000,3955.22388059702,"143 TAMPINES ST 12 Singapore"
"5089","2020-03","TAMPINES","5 ROOM","254","TAMPINES ST 21","04 TO 06",126,"Improved",1984,"63 years 07 months",552500,4384.92063492064,"254 TAMPINES ST 21 Singapore"
"5090","2020-03","TAMPINES","5 ROOM","210","TAMPINES ST 23","01 TO 03",121,"Improved",1985,"64 years 02 months",497000,4107.43801652893,"210 TAMPINES ST 23 Singapore"
"5091","2020-03","TAMPINES","5 ROOM","302","TAMPINES ST 32","10 TO 12",125,"Improved",1993,"72 years 04 months",555000,4440,"302 TAMPINES ST 32 Singapore"
"5092","2020-03","TAMPINES","5 ROOM","387","TAMPINES ST 32","01 TO 03",127,"Improved",1993,"72 years 06 months",515000,4055.11811023622,"387 TAMPINES ST 32 Singapore"
"5093","2020-03","TAMPINES","5 ROOM","322","TAMPINES ST 33","04 TO 06",127,"Improved",1995,"74 years 07 months",525000,4133.85826771654,"322 TAMPINES ST 33 Singapore"
"5094","2020-03","TAMPINES","5 ROOM","351","TAMPINES ST 33","10 TO 12",126,"Improved",1996,"75 years 02 months",532000,4222.22222222222,"351 TAMPINES ST 33 Singapore"
"5095","2020-03","TAMPINES","5 ROOM","362","TAMPINES ST 34","07 TO 09",129,"Improved",1996,"75 years",498000,3860.46511627907,"362 TAMPINES ST 34 Singapore"
"5096","2020-03","TAMPINES","5 ROOM","432","TAMPINES ST 41","04 TO 06",122,"Improved",1986,"65 years 01 month",435000,3565.5737704918,"432 TAMPINES ST 41 Singapore"
"5097","2020-03","TAMPINES","5 ROOM","440","TAMPINES ST 43","01 TO 03",122,"Improved",1986,"65 years 02 months",4e+05,3278.68852459016,"440 TAMPINES ST 43 Singapore"
"5098","2020-03","TAMPINES","5 ROOM","489A","TAMPINES ST 45","04 TO 06",121,"Improved",1989,"68 years 02 months",420000,3471.07438016529,"489A TAMPINES ST 45 Singapore"
"5099","2020-03","TAMPINES","5 ROOM","711","TAMPINES ST 71","04 TO 06",119,"Improved",1997,"76 years 02 months",510000,4285.71428571429,"711 TAMPINES ST 71 Singapore"
"5100","2020-03","TAMPINES","5 ROOM","714","TAMPINES ST 71","10 TO 12",119,"Improved",1997,"76 years 01 month",545000,4579.83193277311,"714 TAMPINES ST 71 Singapore"
"5101","2020-03","TAMPINES","5 ROOM","728","TAMPINES ST 71","04 TO 06",124,"Improved",1997,"76 years 06 months",545000,4395.16129032258,"728 TAMPINES ST 71 Singapore"
"5102","2020-03","TAMPINES","5 ROOM","727","TAMPINES ST 71","07 TO 09",123,"Improved",1997,"76 years 06 months",540000,4390.24390243902,"727 TAMPINES ST 71 Singapore"
"5103","2020-03","TAMPINES","5 ROOM","709","TAMPINES ST 71","13 TO 15",120,"Improved",1997,"76 years 03 months",538000,4483.33333333333,"709 TAMPINES ST 71 Singapore"
"5104","2020-03","TAMPINES","5 ROOM","731","TAMPINES ST 71","07 TO 09",124,"Improved",1997,"76 years 03 months",5e+05,4032.25806451613,"731 TAMPINES ST 71 Singapore"
"5105","2020-03","TAMPINES","5 ROOM","726","TAMPINES ST 71","01 TO 03",125,"Improved",1997,"76 years 05 months",485000,3880,"726 TAMPINES ST 71 Singapore"
"5106","2020-03","TAMPINES","5 ROOM","724","TAMPINES ST 71","04 TO 06",125,"Improved",1997,"76 years 05 months",525000,4200,"724 TAMPINES ST 71 Singapore"
"5107","2020-03","TAMPINES","5 ROOM","720","TAMPINES ST 72","13 TO 15",120,"Improved",1997,"76 years 01 month",565000,4708.33333333333,"720 TAMPINES ST 72 Singapore"
"5108","2020-03","TAMPINES","5 ROOM","898A","TAMPINES ST 81","07 TO 09",122,"Improved",1988,"67 years 09 months",520000,4262.29508196721,"898A TAMPINES ST 81 Singapore"
"5109","2020-03","TAMPINES","5 ROOM","876","TAMPINES ST 84","07 TO 09",122,"Improved",1988,"67 years 04 months",540000,4426.22950819672,"876 TAMPINES ST 84 Singapore"
"5110","2020-03","TAMPINES","5 ROOM","922","TAMPINES ST 91","07 TO 09",133,"Model A",1984,"63 years 04 months",545000,4097.74436090226,"922 TAMPINES ST 91 Singapore"
"5111","2020-03","TAMPINES","EXECUTIVE","858","TAMPINES AVE 5","04 TO 06",146,"Maisonette",1988,"66 years 11 months",755000,5171.23287671233,"858 TAMPINES AVE 5 Singapore"
"5112","2020-03","TAMPINES","EXECUTIVE","858","TAMPINES AVE 5","07 TO 09",146,"Maisonette",1988,"66 years 11 months",760000,5205.47945205479,"858 TAMPINES AVE 5 Singapore"
"5113","2020-03","TAMPINES","EXECUTIVE","309","TAMPINES ST 32","10 TO 12",144,"Apartment",1993,"72 years 05 months",682000,4736.11111111111,"309 TAMPINES ST 32 Singapore"
"5114","2020-03","TAMPINES","EXECUTIVE","312","TAMPINES ST 33","04 TO 06",142,"Apartment",1993,"72 years 05 months",626000,4408.45070422535,"312 TAMPINES ST 33 Singapore"
"5115","2020-03","TAMPINES","EXECUTIVE","314","TAMPINES ST 33","07 TO 09",143,"Apartment",1993,"72 years 05 months",615000,4300.6993006993,"314 TAMPINES ST 33 Singapore"
"5116","2020-03","TAMPINES","EXECUTIVE","314","TAMPINES ST 33","04 TO 06",144,"Apartment",1993,"72 years 05 months",668000,4638.88888888889,"314 TAMPINES ST 33 Singapore"
"5117","2020-03","TAMPINES","EXECUTIVE","315","TAMPINES ST 33","04 TO 06",147,"Apartment",1993,"72 years 04 months",635000,4319.72789115646,"315 TAMPINES ST 33 Singapore"
"5118","2020-03","TAMPINES","EXECUTIVE","428","TAMPINES ST 41","04 TO 06",148,"Maisonette",1986,"64 years 10 months",6e+05,4054.05405405405,"428 TAMPINES ST 41 Singapore"
"5119","2020-03","TAMPINES","EXECUTIVE","498L","TAMPINES ST 45","07 TO 09",147,"Premium Maisonette",1997,"76 years 01 month",708000,4816.32653061224,"498L TAMPINES ST 45 Singapore"
"5120","2020-03","TAMPINES","EXECUTIVE","738","TAMPINES ST 72","07 TO 09",141,"Apartment",1997,"76 years 07 months",655000,4645.39007092199,"738 TAMPINES ST 72 Singapore"
"5121","2020-03","TAMPINES","EXECUTIVE","740","TAMPINES ST 72","10 TO 12",141,"Apartment",1997,"76 years 07 months",605000,4290.78014184397,"740 TAMPINES ST 72 Singapore"
